paper_id,study_id,source,org_level,genus,species,temp,temp_units,response_def,response_value,response_units ,gas,gas_unit,mass/area,time,error,error_type,sample_size,realm,exp_design,time_point,time_units,add_trt,add_value,ppfd,avg_ppfd,ppfd_units,metabolic_category,latitude,latitude_broad,cnidarian_type,avg_depth_m,depth_m
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,12.8,C,respiration,1.08938547,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.06703911,SEM,9,M,lab,day 11,days,,,300,300,umol m^-2  s^-1,r,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,18.3,C,respiration,2.22905028,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.06703911,SEM,10,M,lab,day 11,days,,,300,300,umol m^-2  s^-1,r,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,21,C,respiration,2.56424581,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.08379888,SEM,10,M,lab,day 11,days,,,300,300,umol m^-2  s^-1,r,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,10,C,photosynthesis,0.62964564,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.08241873,SEM,9,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,npp,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,12.8,C,photosynthesis,1.57833963,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.0906606,SEM,9,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,npp,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,18.3,C,photosynthesis,3.60759758,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.0906606,SEM,10,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,npp,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,21,C,photosynthesis,3.71528582,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.09890248,SEM,10,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,npp,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,10,C,respiration,1.17360927,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.08241873,SEM,9,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,r,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,12.8,C,respiration,1.38053468,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.08241873,SEM,9,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,r,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,18.3,C,respiration,2.20647914,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.08241873,SEM,10,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,r,-38.15,,hermatypic coral,5.5,7-Apr
howe2001,howe2001,figure 1,pop,Plesiastrea,versipora,21,C,respiration,2.2977673,mmoles.core ^-1 h^-1 (x10^-3),o2,mmol,468 mm^2,hr,0.0906606,SEM,10,M,lab,day 21,days,,,300,300,umol m^-2  s^-1,r,-38.15,,hermatypic coral,5.5,7-Apr
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,12,C,net photosynthesis,10.68501307,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.965435121,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,14,C,net photosynthesis,21.55393113,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.045248569,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,16,C,net photosynthesis,30.76704264,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,5.701716667,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,18,C,net photosynthesis,41.08424569,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,7.724010188,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,20,C,net photosynthesis,46.61991863,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,6.068865147,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,22,C,net photosynthesis,56.2021632,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.780868587,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,26,C,net photosynthesis,63.59474746,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,6.620580161,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,28,C,net photosynthesis,71.15403698,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,8.827440214,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,30,C,net photosynthesis,64.36741309,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,5.885621672,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,12,C,net photosynthesis,25.21284689,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.966096649,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,14,C,net photosynthesis,38.47253002,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.045910098,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,16,C,net photosynthesis,43.64105448,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,3.862005094,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,18,C,net photosynthesis,46.60205735,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.206860054,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,20,C,net photosynthesis,49.5623987,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.413720107,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,22,C,net photosynthesis,56.75321668,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,10.11543677,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,24,C,net photosynthesis,61.3693646,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,7.724010188,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,26,C,net photosynthesis,60.83683392,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,7.539443654,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,28,C,net photosynthesis,57.91221513,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,9.012006748,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2a,pop,Acropora,pruinosa,30,C,net photosynthesis,44.3217676,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,5.701716667,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,npp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,12,C,respiration,-5.391705069,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.211981567,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,14,C,respiration,-8.341013825,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.211981567,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,16,C,respiration,-11.29032258,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,3.31797235,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,18,C,respiration,-11.47465438,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,3.870967742,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,20,C,respiration,-12.76497696,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.055299539,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,20,C,respiration,-16.6359447,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,7.188940092,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,22,C,respiration,-15.52995392,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.396313364,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,24,C,respiration,-19.76958525,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.580645161,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,26,C,respiration,-19.03225806,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,3.133640553,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,28,C,respiration,-19.03225806,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.764976959,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,30,C,respiration,-26.22119816,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,3.686635945,SD,6,M,lab,,,season,summer,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,12,C,respiration,-9.078341014,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.580645161,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,14,C,respiration,-12.39631336,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,1.290322581,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,16,C,respiration,-15.71428571,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.396313364,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,18,C,respiration,-17.55760369,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,1.290322581,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,20,C,respiration,-19.76958525,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,3.31797235,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,20,C,respiration,-22.90322581,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,5.34562212,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,22,C,respiration,-27.14285714,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,7.926267281,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,24,C,respiration,-31.19815668,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,7.741935484,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,26,C,respiration,-34.51612903,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,9.953917051,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,28,C,respiration,-45.57603687,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,6.820276498,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 2f,pop,Acropora,pruinosa,30,C,respiration,-44.83870968,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,11.79723502,SD,6,M,lab,,,season,winter,0,0,umol m^-2  s^-1,r,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,12,C,gross photosynthesis,16.0780042,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,6.135338346,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,14,C,gross photosynthesis,29.9912325,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,6.134700709,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,16,C,gross photosynthesis,42.09931188,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,8.480565371,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,18,C,gross photosynthesis,52.76378225,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,9.744360902,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,20,C,gross photosynthesis,59.09742554,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,9.925449667,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,20,C,gross photosynthesis,63.24780148,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,12.27067669,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,22,C,gross photosynthesis,71.56640718,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,5.413533835,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,24,C,gross photosynthesis,79.88628816,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,7.939849624,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,26,C,gross photosynthesis,83.15226228,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,9.022556391,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,28,C,gross photosynthesis,90.02725896,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,9.203007519,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,30,C,gross photosynthesis,90.76755493,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,13.53383459,SD,6,M,lab,,,season,summer,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,12,C,gross photosynthesis,34.12311698,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,6.677329366,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,14,C,gross photosynthesis,51.10337682,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,5.052631579,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,16,C,gross photosynthesis,59.24216903,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,4.691729323,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,18,C,gross photosynthesis,64.1322033,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,2.887218045,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,20,C,gross photosynthesis,70.10558198,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,14.43609023,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,20,C,gross photosynthesis,71.90945562,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,12.63157895,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,22,C,gross photosynthesis,83.83772151,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,17.14285714,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,24,C,gross photosynthesis,92.51786711,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,14.97744361,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,26,C,gross photosynthesis,95.42293897,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,16.60150376,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,28,C,gross photosynthesis,103.7415447,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,14.61717899,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
nakamura2003,nakamura2003,figure 3a,pop,Acropora,pruinosa,30,C,gross photosynthesis,89.32330827,umol O2 cm^-2 h^-1,o2,umol,cm^2,hr,9.383458647,SD,6,M,lab,,,season,winter,400,400,umol m^-2  s^-1,gpp,34.36,,hermatypic coral,3.5,4-Mar
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.344440872,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.362394196,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
becker2021,becker2021,figure 4a,pop,Pocillopora,spp.,20,C,gross photosynthesis,0.401785827,log umol cm^-2 hr^-1,o2,log umol,cm^2,hr,,,,M,lab,,,,,451,451,umol m^-2  s^-1,gpp,-17.5388,,hermatypic coral,13,13
